term_str,syu_sentiment
hit,-0.25
hitting,-0.6
hoard,-0.25
hoarding,-0.6
hoarse,-0.8
hoarseness,-0.8
hoary,-0.6
hoax,-1.0
hobble,-0.5
hobby,0.6
hobo,-0.1
hog,-0.5
hogs,-0.4
holiday,0.8
holiness,1.0
hollow,-0.5
hollowness,-0.4
holocaust,-1.0
holstered,-0.4
holy,0.25
homage,0.5
homeland,0.4
homeless,-1.0
homely,-0.8
homesick,-0.75
homesickness,-1.0
hometown,0.6
homewrecker,-1.0
homicidal,-1.0
homicide,-0.5
homosexual,-0.25
homosexuality,-0.25
honest,0.75
honesty,0.5
honey,0.6
honeymoon,0.8
honor,1.0
honorable,0.5
honored,1.0
honoring,1.0
hood,-0.25
hoodlum,-0.25
hoodwink,-0.25
hooker,-0.8
hooligan,-0.5
hooligans,-0.8
hope,0.5
hopeful,0.75
hopefully,0.6
hopefulness,1.0
hopeless,-1.0
hopelessly,-0.6
hopelessness,-0.75
hopes,0.6
hoping,0.6
horde,-0.75
hordes,-0.6
horizon,0.25
horrendous,-0.5
horrendously,-1.0
horrible,-0.75
horribly,-0.5
horrid,-0.5
horrific,-1.0
horrified,-0.75
horrifies,-1.0
horrify,-1.0
horrifying,-0.75
horror,-1.0
horrors,-1.0
horsepower,0.6
hospitable,1.0
hospitality,1.0
hospitals,-0.25
hostage,-0.5
hostess,0.6
hostile,-0.75
hostilities,-0.5
hostility,-0.75
hot,-0.25
hotbeds,-0.25
hothead,-0.8
hotheaded,-0.8
hothouse,-0.25
hottest,-0.25
household,0.6
howl,-0.4
hubris,-0.6
huckster,-0.5
huffed,-0.6
hug,0.75
hugs,0.8
humane,0.5
humanitarian,1.0
humanity,0.25
humble,0.6
humbled,0.6
humbly,0.6
humbug,-0.25
humid,-0.25
humiliate,-0.5
humiliated,-0.5
humiliating,-0.5
humiliation,-0.75
humility,0.75
humongous,0.25
humor,0.5
humorist,0.6
humorous,1.0
humorously,0.8
humour,0.5
hunch,0.25
hunger,-0.6
hungrily,-0.6
hungry,-0.25
hunker,-0.4
hunting,-0.25
hurled,-0.6
hurricane,-0.8
hurried,-0.25
hurt,-0.75
hurtful,-0.5
hurting,-1.0
hurtled,-0.4
hurts,-0.75
hustler,-0.5
hybrid,0.25
hygienic,0.4
hype,-0.5
hypnotically,0.1
hypocrisy,-1.0
hypocrite,-0.5
hypocrites,-1.0
hypocritical,-0.75
hypocritically,-1.0
hysteria,-1.0
hysteric,-0.8
hysterical,-0.75
hysterically,-0.8
hysterics,-0.5
iceman,-0.4
iciness,-0.6
icky,-1.0
iconographer,0.25
iconographers,0.25
iconography,0.25
ideal,1.0
idealism,0.6
idealize,0.6
ideally,0.6
ideals,0.6
identifying,0.25
idiocies,-1.0
idiocy,-0.5
idiot,-1.0
idiotic,-1.0
idiotically,-1.0
idiots,-0.5
idle,-0.25
idler,-0.8
idling,-0.25
idol,0.25
idolatry,-0.8
idolize,0.25
idolized,0.4
idyllic,1.0
ignoble,-1.0
ignominious,-1.0
ignominiously,-1.0
ignominy,-1.0
ignorance,-1.0
ignorant,-1.0
ignore,-0.75
ignored,-0.6
ignores,-0.6
ill,-0.5
illadvised,-1.0
illconceived,-1.0
illdefined,-1.0
illdesigned,-1.0
illegal,-1.0
illegality,-1.0
illegally,-0.5
illegible,-1.0
illegitimate,-0.5
illfated,-1.0
illfavored,-1.0
illformed,-1.0
illicit,-0.5
illiteracy,-1.0
illiterate,-0.5
illmannered,-1.0
illnatured,-1.0
illness,-0.75
illnesses,-1.0
illogic,-1.0
illogical,-0.5
illogically,-1.0
illsorted,-0.8
illtempered,-1.0
illtreated,-1.0
illtreatment,-1.0
illuminate,0.5
illuminati,-0.8
illuminating,0.25
illumination,0.25
illumine,0.6
illusage,-1.0
illused,-1.0
illusion,-0.25
illusions,-0.25
illusory,-0.25
illustrate,0.4
illustrious,0.5
imaginary,-0.25
imaginative,0.5
imbalance,-0.8
imbecile,-0.75
imbroglio,-0.8
imitated,-0.25
imitating,-0.4
imitation,-0.25
immaculate,0.6
immaculately,0.5
immaterial,-0.25
immature,-0.5
immaturity,-0.6
immense,0.5
immerse,0.25
imminence,-0.25
imminent,-0.25
imminently,-0.25
immobilized,-0.5
immoderate,-0.8
immoderately,-0.8
immodest,-1.0
immoral,-0.5
immorality,-0.5
immorally,-1.0
immortal,0.1
immovable,-0.6
immune,0.4
impair,-0.5
impaired,-0.8
impairment,-0.8
impartial,0.5
impartiality,0.5
impartially,0.4
impassable,-0.6
impasse,-0.8
impassioned,0.4
impatience,-0.5
impatient,-1.0
impatiently,-0.8
impeach,-0.5
impeachment,-0.8
impeccable,0.5
impeccably,1.0
impede,-0.5
impediment,-0.8
impending,-0.6
impenetrable,-0.4
impenitent,-0.6
imperfect,-0.5
imperfection,-0.5
imperfections,-0.6
imperfectly,-0.5
imperialist,-0.8
imperil,-1.0
imperious,-0.8
imperiously,-0.8
impermissible,-0.6
impersonal,-1.0
impersonate,-0.4
impersonating,-0.4
impersonation,-0.4
impertinent,-0.5
impervious,0.4
impetuous,-0.8
impetuously,-0.8
impiety,-1.0
impinge,-1.0
impious,-1.0
implacable,-0.5
implausible,-0.8
implausibly,-0.8
implicate,-0.75
implicated,-0.25
implode,-0.6
implore,-0.4
impolite,-0.5
impolitely,-0.8
impolitic,-1.0
importance,0.5
important,0.75
importantly,-0.25
importunate,-0.8
importune,-0.8
impose,-0.5
imposed,-0.8
imposes,-0.8
imposing,-0.5
imposition,-0.5
impossibility,-0.6
impossible,-0.5
impossibly,-0.6
imposter,-0.8
impotence,-0.8
impotent,-1.0
impound,-0.6
impoverish,-1.0
impoverished,-1.0
impracticable,-0.8
impractical,-0.8
imprecate,-0.8
imprecise,-0.8
imprecisely,-0.8
imprecision,-0.8
impregnate,-0.25
impress,0.75
impressed,0.5
impresses,0.5
impression,0.1
impressionable,-0.25
impressive,0.75
impressively,0.8
impressiveness,0.8
imprison,-0.5
imprisoned,-0.75
imprisonment,-0.5
improbability,-0.6
improbable,-0.6
improbably,-0.6
improper,-0.8
improperly,-0.5
impropriety,-0.5
improve,0.75
improved,0.75
improvement,0.75
improvements,0.8
improves,0.5
improving,0.75
improvise,0.25
imprudence,-1.0
imprudent,-0.5
impudence,-1.0
impudent,-1.0
impudently,-1.0
impugn,-0.6
impulsive,-0.4
impulsively,-0.4
impunity,-0.4
impure,-0.5
impurity,-0.5
imputation,-0.6
inability,-0.75
inaccessible,-0.8
inaccuracies,-0.8
inaccuracy,-0.8
inaccurate,-0.75
inaccurately,-1.0
inaction,-0.75
inactive,-0.6
inactivity,-0.6
inadequacy,-0.5
inadequate,-0.75
inadequately,-1.0
inadmissible,-0.8
inadvertent,-0.4
inadvertently,-0.4
inadvisable,-0.5
inadvisably,-1.0
inalienable,0.25
inane,-0.5
inanely,-1.0
inapplicable,-0.6
inappropriate,-0.5
inappropriately,-0.5
inapt,-1.0
inaptitude,-0.8
inarticulate,-0.5
inattention,-0.8
inattentive,-0.8
inaudible,-0.5
inauguration,0.6
incalculable,-0.6
incapable,-0.75
incapably,-1.0
incapacitated,-0.8
incapacity,-0.6
incarceration,-1.0
incase,-0.25
incautious,-0.6
incendiary,-0.75
incensed,-0.6
incessant,-0.5
incessantly,-0.8
incest,-1.0
incestuous,-1.0
incident,-0.25
incineration,-0.6
incisive,0.5
incite,-0.5
incivility,-1.0
inclement,-0.5
inclined,0.4
include,0.6
included,0.6
including,0.6
inclusive,0.8
incognizant,-0.4
incoherence,-0.8
incoherent,-0.5
incoherently,-0.8
incommensurate,-0.6
incomparable,0.25
incomparably,0.25
incompatibility,-0.8
incompatible,-0.5
incompetence,-1.0
incompetent,-0.75
incompetently,-0.8
incomplete,-0.6
incompleteness,-0.6
incomprehensible,-0.5
incomprehension,-0.8
inconceivable,-0.5
inconceivably,-0.5
incongruity,-0.8
incongruous,-0.5
incongruously,-0.8
inconsequent,-0.6
inconsequential,-0.75
inconsequentially,-0.6
inconsequently,-0.6
inconsiderate,-0.75
inconsiderately,-1.0
inconsistence,-0.8
inconsistencies,-0.8
inconsistency,-0.5
inconsistent,-0.8
inconsolable,-0.8
inconsolably,-0.5
inconstant,-0.6
inconvenience,-0.5
inconvenient,-0.5
inconveniently,-0.8
incorrect,-0.75
incorrectly,-0.8
incorrigible,-0.4
incorrigibly,-0.4
increase,0.5
increased,0.5
increases,0.4
incredible,0.5
incredibly,0.8
incredulous,-0.5
incredulously,-0.4
incriminate,-1.0
incriminating,-1.0
incrimination,-1.0
incubus,-0.25
inculcate,-0.25
incur,-0.25
incurable,-1.0
incurring,-0.25
incursion,-0.8
indebted,-0.6
indecency,-1.0
indecent,-0.5
indecently,-1.0
indecision,-0.5
indecisive,-0.75
indecisively,-0.8
indecorum,-0.8
indefensible,-0.5
indelible,-0.6
indelicate,-0.6
indemnify,-0.4
indemnity,-0.4
indenture,-0.25
independence,0.8
indescribably,-0.25
indestructible,0.75
indeterminable,-0.6
indeterminably,-0.6
indeterminate,-0.5
indicator,0.25
indict,-0.6
indictment,-0.5
indifference,-0.75
indifferent,-0.5
indigent,-0.5
indignant,-0.75
indignantly,-1.0
indignation,-0.75
indignity,-1.0
indiscernible,-0.6
indiscreet,-0.6
indiscreetly,-0.6
indiscretion,-0.5
indiscriminate,-0.25
indiscriminately,-0.25
indiscriminating,-0.25
indisputable,0.4
indisputably,0.4
indistinct,-0.6
indistinguishable,-0.6
individuality,0.6
individualized,0.6
indoctrinate,-0.5
indoctrinated,-0.4
indoctrinates,-0.4
indoctrinating,-0.4
indoctrination,-0.5
indolent,-0.5
indomitable,0.4
indulge,0.4
indulgence,-0.25
indulgent,-0.25
industrious,1.0
inebriated,-0.6
ineffective,-1.0
ineffectively,-0.5
ineffectiveness,-1.0
ineffectual,-0.75
ineffectually,-1.0
ineffectualness,-1.0
inefficacious,-1.0
inefficacy,-1.0
inefficiency,-0.5
inefficient,-0.5
inefficiently,-1.0
inelegance,-1.0
inelegant,-1.0
ineligible,-0.8
ineloquent,-1.0
ineloquently,-1.0
inept,-0.5
ineptitude,-0.5
ineptly,-1.0
inequalities,-1.0
inequality,-0.5
inequitable,-0.5
inequitably,-1.0
inequities,-1.0
inert,-0.25
inescapable,-0.6
inescapably,-0.6
inessential,-0.6
inestimable,-0.6
inestimably,-0.6
inevitability,-0.6
inevitable,-0.6
inevitably,-0.5
inexcusable,-0.5
inexcusably,-0.8
inexorable,-0.6
inexorably,-0.6
inexpensive,0.5
inexperience,-0.5
inexperienced,-0.5
inexpert,-0.8
inexpertly,-1.0
inexpiable,-0.8
inexplainable,-0.6
inexplicable,-0.6
inextricable,-0.8
inextricably,-0.8
infallibility,0.25
infallible,0.5
infallibly,0.25
infamous,-0.75
infamously,-1.0
infamy,-0.5
infant,0.6
infanticide,-1.0
infatuated,0.6
infatuation,0.8
infect,-0.8
infected,-0.75
infection,-0.75
infections,-1.0
infectious,-1.0
inferior,-0.75
inferiority,-0.5
infernal,-1.0
inferno,-0.5
infertility,-0.8
infest,-1.0
infestation,-1.0
infested,-1.0
infidel,-0.5
infidelities,-1.0
infidelity,-1.0
infidels,-1.0
infiltrated,-0.6
infiltration,-0.6
infiltrator,-0.6
infiltrators,-0.6
infinite,0.6
infinitely,0.6
infinitesimal,0.6
infinity,0.6
infirm,-0.5
infirmity,-0.8
inflame,-1.0
inflamed,-1.0
inflammation,-0.5
inflammatory,-1.0
inflated,-0.75
inflation,-0.6
inflationary,-0.6
inflexible,-0.6
inflict,-0.75
infliction,-0.8
influential,1.0
influenza,-0.5
information,0.4
informer,0.4
informs,0.4
infraction,-0.5
infringe,-1.0
infringement,-0.75
infringements,-1.0
infuriate,-0.75
infuriated,-0.75
infuriates,-1.0
infuriating,-0.75
infuriatingly,-1.0
infuse,0.25
infusing,0.25
ingenious,0.75
ingeniously,1.0
ingenuity,1.0
ingenuous,1.0
ingenuously,1.0
inglorious,-0.6
ingrate,-0.5
ingratitude,-1.0
inheritance,0.6
inhibit,-0.75
inhibition,-0.6
inhospitable,-0.5
inhospitality,-1.0
inhuman,-0.5
inhumane,-1.0
inhumanity,-0.5
inimical,-0.5
inimically,-0.25
inimitable,0.25
iniquitous,-0.25
iniquity,-0.5
initiated,0.6
injections,-0.25
injudicious,-1.0
injunction,-0.4
injure,-0.5
injured,-0.75
injurious,-0.5
injury,-0.75
injustice,-1.0
injustices,-1.0
inmate,-0.8
inmates,-0.8
innocence,0.8
innocent,0.8
innocently,0.8
innocuous,0.5
innovate,0.5
innovates,0.8
innovation,0.75
innovative,0.5
innuendo,-0.4
inoperable,-0.8
inoperative,-0.8
inopportune,-0.5
inordinate,-0.6
inordinately,-0.6
inquirer,-0.25
inquisition,-0.4
inquisitive,0.5
insane,-0.75
insanely,-0.8
insanity,-0.75
insatiable,-0.5
insecure,-1.0
insecurity,-0.75
insensible,-0.8
insensitive,-0.5
insensitively,-1.0
insensitivity,-0.5
inseparable,0.5
insidious,-0.5
insidiously,-1.0
insightful,0.8
insightfully,0.8
insignificance,-0.5
insignificant,-0.75
insignificantly,-0.6
insincere,-1.0
insincerely,-1.0
insincerity,-1.0
insinuate,-0.6
insinuating,-0.6
insinuation,-0.6
insipid,-0.5
insist,-0.25
insisting,-0.25
insociable,-0.8
insolence,-1.0
insolent,-0.5
insolently,-1.0
insolvency,-0.8
insolvent,-0.5
insomniac,-0.6
insouciance,-0.25
inspector,0.25
inspiration,1.0
inspirational,0.5
inspire,1.0
inspired,0.5
inspires,0.8
inspiring,0.75
instability,-0.5
instantly,-0.25
instigate,-0.5
instigation,-0.4
instigator,-0.8
instigators,-0.8
instinctive,0.4
instinctively,0.4
instruct,0.4
instruction,0.4
instructive,0.4
instructor,0.4
instrumental,0.5
insubordinate,-1.0
insubstantial,-0.6
insubstantially,-0.6
insufferable,-0.5
insufferably,-1.0
insufficiency,-0.5
insufficient,-0.5
insufficiently,-0.5
insular,-0.6
insult,-1.0
insulted,-0.5
insulting,-0.75
insultingly,-1.0
insults,-0.5
insupportable,-0.6
insupportably,-0.6
insure,0.6
insurmountable,-0.5
insurmountably,-0.6
insurrection,-0.5
intact,0.5
integral,0.6
integrated,0.6
integrity,0.5
intellect,0.6
intellectual,0.8
intelligence,0.5
intelligent,1.0
intelligible,0.4
intended,-0.25
intense,-0.25
intensely,-0.25
intentions,0.25
intercourse,0.25
interdiction,-0.4
interest,0.5
interested,0.5
interesting,0.75
interests,0.5
interfere,-0.6
interference,-0.5
interferes,-0.6
interlude,0.25
interment,-0.4
intermittent,-0.5
interrogate,-0.6
interrogated,-0.6
interrupt,-0.75
interrupted,-0.75
interrupting,-0.6
interruption,-0.5
interruptions,-0.6
interrupts,-0.6
intervention,-0.6
interviewed,-0.25
intimacy,0.8
intimate,0.5
intimidate,-0.75
intimidated,-0.5
intimidates,-1.0
intimidating,-0.5
intimidatingly,-1.0
intimidation,-0.75
intolerable,-0.5
intolerably,-1.0
intolerance,-0.5
intolerant,-1.0
intonation,-0.25
intoxicate,-0.4
intoxicated,-0.4
intractable,-0.5
intransigence,-0.6
intransigent,-0.6
intricate,0.25
intricately,0.6
intrigue,-0.1
intrigued,0.8
intrigues,0.8
intriguing,0.25
intriguingly,0.8
introduced,0.6
intrude,-0.8
intruded,-1.0
intruder,-0.5
intruding,-1.0
intrusion,-0.75
intrusive,-0.75
intuition,0.5
intuitive,0.5
inundate,-0.4
inundated,-0.4
inure,-0.25
invade,-0.6
invaded,-0.6
invader,-0.5
invaders,-0.8
invalid,-0.8
invalidate,-0.5
invalidation,-0.8
invalidity,-0.5
invaluably,0.25
invariably,0.25
invasion,-0.6
invasive,-1.0
invective,-0.8
inveigle,-0.25
invented,0.6
inventive,0.5
inventor,0.6
investigate,0.25
invidious,-0.8
invidiously,-0.8
invidiousness,-0.8
invigorate,0.5
invigorating,1.0
invincibility,0.6
invincible,0.25
inviolable,0.25
invitation,0.25
invite,0.25
inviting,0.5
involuntarily,-0.6
involuntary,-0.5
invulnerable,0.5
irascible,-0.8
irate,-0.75
irately,-1.0
ire,-0.5
irk,-1.0
irked,-1.0
irking,-1.0
irks,-1.0
irksome,-1.0
irksomely,-1.0
irksomeness,-1.0
irksomenesses,-0.6
ironic,-0.25
ironically,-0.25
ironies,-0.25
irony,-0.25
irrational,-0.75
irrationalities,-0.25
irrationality,-0.5
irrationally,-1.0
irrationals,-0.25
irreconcilable,-0.5
irrecoverable,-0.8
irrecoverably,-1.0
irredeemable,-1.0
irredeemably,-1.0
irreducible,-0.6
irreformable,-0.6
irregular,-0.75
irregularity,-0.75
irrelevance,-0.8
irrelevant,-0.75
irreparable,-0.5
irreplaceable,0.4
irrepressible,-0.4
irreproachable,-0.6
irresistible,0.75
irresistibly,0.8
irresolute,-0.5
irresolvable,-0.6
irresponsible,-0.5
irresponsibly,-0.5
irretrievable,-0.6
irreverent,-1.0
irreversible,-0.5
irrevocable,-0.25
irritability,-1.0
irritable,-0.5
irritably,-1.0
irritant,-1.0
irritate,-0.5
irritated,-0.5
irritating,-0.75
irritation,-0.75
irritations,-1.0
isolate,-0.6
isolated,-0.75
isolation,-0.5
itch,-0.5
itching,-0.25
itchy,-0.5
jab,-0.6
jabber,-0.5
jabs,-0.6
jackass,-0.5
jackasses,-0.5
jackfuck,-1.0
jackpot,1.0
jaded,-0.8
jagged,-0.6
jail,-0.8
jailed,-1.0
jargon,-0.4
jarring,-0.5
jarringly,-0.6
jaundice,-0.8
jaundiced,-0.8
jealous,-0.75
jealously,-1.0
jealousness,-1.0
jealousy,-0.75
jeer,-1.0
jeering,-1.0
jeeringly,-1.0
jeers,-1.0
jeopardize,-0.5
jeopardy,-1.0
jerk,-0.5
jerks,-1.0
jerky,-0.5
jest,0.25
jettisoned,-0.4
jewel,0.6
jewels,0.6
jitters,-0.4
jittery,-0.5
jobkilling,-0.25
jobless,-0.8
jocks,-0.25
jocular,0.6
join,0.25
joined,0.6
joke,0.6
joker,-0.1
jokes,0.6
joking,0.6
jokingly,0.6
jolly,0.75
jolt,-0.5
journey,0.4
jovial,1.0
joy,0.75
joyful,1.0
joyfully,0.5
joyless,-0.6
joyous,0.75
joyously,1.0
jubilant,0.8
jubilantly,1.0
jubilate,1.0
jubilation,1.0
judicial,-0.25
judicious,0.5
jugular,-0.4
jumpy,-0.75
junk,-0.5
junked,-0.8
junky,-1.0
junkyard,-0.25
junta,-0.25
juries,-0.4
jurisdiction,-0.25
justice,1.0
justifiable,0.8
justifiably,1.0
justification,0.25
justified,1.0
justly,1.0
juvenile,-0.1
juxtaposition,-0.25
kamikaze,-1.0
kaput,-0.25
karat,0.4
keen,0.5
keenly,0.8
keenness,0.8
keepsake,0.6
keynote,0.4
keystone,0.6
kick,-0.25
kidding,0.25
kidnap,-0.5
kidnapped,-1.0
kidnapping,-1.0
kill,-0.75
killed,-0.5
killer,-1.0
killers,-1.0
killing,-0.75
killjoy,-1.0
kills,-0.75
kilter,-0.25
kind,0.5
kinder,0.6
kindliness,1.0
kindly,0.5
kindness,0.5
kindred,0.8
king,0.1
kiss,0.5
kitten,0.1
knack,0.6
knave,-0.8
knell,-0.5
knife,-0.4
knight,0.6
knighted,0.6
knotted,-0.25
knowing,0.6
knowledge,0.6
knowledgeable,0.6
knuckled,-0.4
kook,-0.25
kooky,-0.25
labor,-0.4
labored,-0.6
laborious,-0.8
labors,-0.25
labyrinth,-0.25
labyrinths,-0.4
lack,-0.75
lackadaisical,-0.75
lacked,-0.5
lackey,-0.25
lackeys,-0.25
lacking,-0.75
lackluster,-0.5
lacks,-0.25
laden,-0.25
lag,-0.75
lagged,-0.5
lagging,-0.75
lags,-0.5
laidoff,-0.6
lair,-0.25
lambaste,-0.8
lame,-0.5
lameduck,-0.25
lament,-0.75
lamentable,-1.0
lamentably,-1.0
lamenting,-1.0
lanced,-0.25
landfill,-0.6
landfills,-0.6
landmark,0.25
landslide,-0.25
languid,-0.5
languish,-0.5
languishing,-0.8
languor,-0.1
languorous,-0.1
languorously,-0.1
lanky,-0.5
lapse,-0.5
lapsed,-0.4
lapses,-0.4
larceny,-1.0
lascivious,-0.8
lashed,-0.8
late,-0.25
latency,-0.25
lateness,-0.25
latent,-0.25
latrines,-0.6
laudable,0.5
laugh,0.5
laughable,-0.5
laughably,-0.25
laughed,0.8
laughing,0.6
laughingstock,-0.8
laughs,0.8
laughter,0.8
launch,-0.1
launched,0.25
laureate,0.8
lava,-0.25
lavish,0.5
lavishly,0.6
lawabiding,1.0
lawbreaker,-0.8
lawbreaking,-0.8
lawful,0.25
lawfully,0.8
lawless,-1.0
lawlessness,-0.5
lawsuit,-0.5
lawsuits,-0.6
lawyer,-0.25
lawyered,-0.6
lawyerly,-0.4
laxative,-0.6
layoff,-1.0
laziness,-1.0
lazy,-0.75
lead,0.25
leaden,-0.25
leader,0.25
leading,0.25
leads,0.4
league,0.25
leak,-0.75
leakage,-0.5
leakages,-0.8
leaked,-0.5
leaking,-0.5
leaks,-0.5
leaky,-0.75
lean,0.6
learn,0.8
learning,0.8
leave,-0.25
lech,-0.6
lecher,-1.0
lecherous,-1.0
lechery,-1.0
led,0.4
leech,-0.5
leeches,-0.6
leer,-0.5
leery,-1.0
leeway,0.4
legacy,0.6
legal,0.25
legalized,0.6
legally,0.8
legendary,0.75
legibility,0.8
legible,0.5
legitimate,0.8
leisure,0.8
leisurely,0.8
lengthy,-0.25
lenient,0.5
lepers,-0.6
leprosy,-1.0
lesbian,-0.25
lessdeveloped,-0.25
lessen,-0.25
lessened,-0.25
lesser,-0.25
lesserknown,-0.25
lesson,0.4
lethal,-0.5
lethargic,-0.5
lethargy,-0.75
leukemia,-0.5
level,0.4
leveled,-0.25
leverage,0.25
levity,0.25
levy,-0.25
lewd,-0.75
lewdly,-1.0
lewdness,-1.0
liability,-0.5
liable,-0.25
liar,-1.0
liars,-0.5
libel,-0.8
libelous,-0.8
liberate,0.5
liberated,0.8
liberation,0.5
liberty,0.5
library,0.6
licentious,-1.0
licentiously,-1.0
licentiousness,-1.0
lie,-0.5
lied,-0.5
lier,-0.8
lies,-1.0
lifeblood,0.25
lifeless,-0.75
lifesaver,0.5
lifethreatening,-1.0
lighten,0.25
lighter,0.4
lighthearted,0.8
lighthouse,0.6
lightness,0.6
likable,0.5
like,0.5
liked,0.5
likes,0.5
liking,0.5
lilting,0.4
limit,-0.25
limitation,-0.5
limitations,-0.25
limited,-0.75
limits,-0.25
limp,-0.5
limped,-0.8
limping,-0.8
linchpin,-0.25
lingering,-0.4
lingers,-0.4
lint,-0.25
lion,0.1
lionhearted,0.8
listless,-0.75
listlessness,-0.8
lithe,0.25
litigant,-0.4
litigate,-0.4
litigation,-0.5
litigious,-0.75
litter,-0.6
lively,0.75
livid,-0.75
lividly,-0.4
loaf,-0.25
loafer,-0.25
loafing,-0.25
loath,-0.5
loathe,-0.75
loathed,-1.0
loathes,-1.0
loathing,-1.0
loathsome,-0.5
loathsomely,-1.0
lobbyist,-0.25
lockup,-0.6
locust,-0.6
locusts,-0.25
lofty,-0.25
logical,0.5
lolls,-0.25
lone,-0.25
loneliest,-1.0
loneliness,-0.75
lonely,-0.75
loner,-0.5
lonesome,-0.75
longevity,0.8
longing,-0.25
longingly,-0.25
longlasting,0.6
longs,-0.25
longwinded,-0.4
loom,-0.5
loomed,-0.6
looming,-0.6
looms,-0.4
loon,-0.25
loony,-0.6
loophole,-0.25
loopholes,-0.25
loose,-0.25
loot,-0.5
looters,-0.8
lopsided,-0.6
lordship,0.4
lorn,-0.8
lose,-0.25
loser,-0.5
losers,-1.0
loses,-1.0
losing,-0.75
loss,-0.75
losses,-0.8
lost,-0.75
loud,-0.25
louder,-0.25
loudmouthed,-0.8
louse,-0.8
lousy,-1.0
lovable,0.75
lovably,1.0
love,0.75
loved,0.5
loveless,-0.6
lovelies,1.0
loveliness,1.0
lovelorn,-0.25
lovely,0.75
lovemaking,0.5
lover,0.5
lovers,0.25
loves,1.0
loving,0.75
lowcost,0.8
lowerpriced,0.8
lowest,-0.75
lowly,-0.5
lowprice,0.8
lowpriced,0.8
lowrated,-0.25
lowrisk,0.8
loyal,1.0
loyalty,0.75
lucid,0.25
lucidly,0.25
luck,0.75
luckier,0.5
luckiest,1.0
luckily,0.5
luckiness,1.0
lucky,0.75
lucrative,1.0
ludicrous,-0.75
ludicrously,-0.8
lugubrious,-0.5
lukewarm,-0.25
lullaby,0.8
lumbering,-0.25
luminesced,0.4
luminous,0.5
lumpy,-0.5
lunacy,-0.8
lunatic,-0.75
lunatics,-1.0
lunged,-0.4
lurch,-0.5
lurched,-0.8
lurches,-0.8
lure,-0.5
lured,-0.25
lurid,-0.75
lurk,-0.75
lurking,-1.0
lurks,-0.8
luscious,0.5
lush,0.1
lust,-0.25
luster,0.5
lustful,-0.25
lustrous,0.5
luxuriant,0.5
luxuriate,0.8
luxuries,0.8
luxurious,0.75
luxuriously,0.8
luxury,0.5
lying,-0.5
lyre,0.4
lyrical,0.5
macabre,-1.0
mace,-0.6
machiavellian,-1.0
mad,-0.75
maddening,-0.5
maddeningly,-1.0
madder,-0.8
madly,0.75
madman,-0.75
madness,-1.0
mafia,-0.8
maggot,-0.6
magic,0.25
magical,0.75
magnanimous,0.6
magnanimously,0.6
magnet,0.4
magnetism,0.25
magnificence,0.75
magnificent,0.5
magnificently,0.8
maiden,0.25
maiming,-0.8
main,0.4
mainstay,0.4
maintaining,0.6
majestic,0.5
majesty,0.5
major,0.4
majoring,0.6
majority,0.25
maladjusted,-1.0
maladjustment,-1.0
malady,-0.5
malaise,-0.75
malaria,-1.0
malcontent,-1.0
malcontented,-1.0
malevolence,-1.0
malevolent,-0.75
malevolently,-1.0
malfeasance,-1.0
malformation,-1.0
malfunction,-1.0
malice,-0.5
malicious,-0.5
maliciously,-1.0
maliciousness,-1.0
malign,-0.5
malignancy,-1.0
malignant,-0.5
maligned,-1.0
malodorous,-1.0
malpractice,-1.0
maltreatment,-1.0
manage,0.4
manageable,0.8
management,0.4
mandatory,-0.6
maneuverable,0.8
mange,-0.8
mangle,-0.5
mangled,-1.0
mangles,-1.0
mangling,-1.0
mangy,-1.0
manhood,0.25
mania,-0.5
maniac,-0.5
maniacal,-0.5
manic,-0.5
manifested,0.25
manipulate,-0.5
manipulated,-0.6
manipulating,-0.8
manipulation,-1.0
manipulative,-0.5
manipulators,-0.8
mankind,0.4
manly,0.1
manmade,0.4
mannered,0.6
manners,0.1
manslaughter,-1.0
manufacturers,-0.25
manure,-0.6
mar,-0.5
marginal,-0.4
marginally,-0.4
marketable,0.8
markets,0.1
marriage,0.6
marrow,-0.4
marry,0.6
marrying,0.6
marshal,-0.25
marshes,-0.25
martial,-0.4
martyr,-0.4
martyrdom,-0.5
marvel,0.75
marveled,0.8
marvelous,1.0
marvelously,0.5
marvelousness,1.0
marvels,0.5
masculine,0.4
masculinity,-0.25
mashed,-0.25
masochism,-0.8
massacre,-0.5
massacres,-1.0
massage,0.5
masterful,1.0
masterfully,1.0
masterpiece,1.0
masterpieces,0.75
masters,0.1
mastery,0.25
masturbatory,-0.25
matchless,-0.6
mate,0.6
materialism,-0.6
materialist,-0.6
maternity,0.6
matrimony,0.6
matron,0.1
matted,-0.4
mature,0.75
maturely,1.0
maturity,1.0
mauled,-0.8
maw,-0.6
mawkish,-0.25
mawkishly,-0.25
mawkishness,-0.25
meadow,0.6
meager,-0.8
meandered,0.25
meandering,0.25
meanest,-1.0
meaningful,0.5
meaningless,-0.75
meanness,-1.0
measles,-0.8
measly,-0.5
measured,0.4
medal,0.25
meddle,-0.5
meddlesome,-1.0
mediation,-0.4
mediator,-0.4
mediocre,-0.75
mediocrity,-0.75
meditate,0.6
meditated,0.6
meditation,0.6
meditative,0.6
medley,0.6
melancholic,-1.0
melancholy,-0.75
melee,-0.4
melodrama,-0.25
