term_str,bing_negative,bing_positive,bing_sentiment
mad,1,0,-1
madden,1,0,-1
maddening,1,0,-1
maddeningly,1,0,-1
madder,1,0,-1
madly,1,0,-1
madman,1,0,-1
madness,1,0,-1
magic,0,1,1
magical,0,1,1
magnanimous,0,1,1
magnanimously,0,1,1
magnificence,0,1,1
magnificent,0,1,1
magnificently,0,1,1
majestic,0,1,1
majesty,0,1,1
maladjusted,1,0,-1
maladjustment,1,0,-1
malady,1,0,-1
malaise,1,0,-1
malcontent,1,0,-1
malcontented,1,0,-1
maledict,1,0,-1
malevolence,1,0,-1
malevolent,1,0,-1
malevolently,1,0,-1
malice,1,0,-1
malicious,1,0,-1
maliciously,1,0,-1
maliciousness,1,0,-1
malign,1,0,-1
malignant,1,0,-1
malodorous,1,0,-1
maltreatment,1,0,-1
manageable,0,1,1
maneuverable,0,1,1
mangle,1,0,-1
mangled,1,0,-1
mangles,1,0,-1
mangling,1,0,-1
mania,1,0,-1
maniac,1,0,-1
maniacal,1,0,-1
manic,1,0,-1
manipulate,1,0,-1
manipulation,1,0,-1
manipulative,1,0,-1
manipulators,1,0,-1
mar,1,0,-1
marginal,1,0,-1
marginally,1,0,-1
martyrdom,1,0,-1
marvel,0,1,1
marveled,0,1,1
marvelled,0,1,1
marvellous,0,1,1
marvelous,0,1,1
marvelously,0,1,1
marvelousness,0,1,1
marvels,0,1,1
mashed,1,0,-1
massacre,1,0,-1
massacres,1,0,-1
master,0,1,1
masterful,0,1,1
masterfully,0,1,1
masterpiece,0,1,1
masterpieces,0,1,1
masters,0,1,1
mastery,0,1,1
matchless,0,1,1
matte,1,0,-1
mature,0,1,1
maturely,0,1,1
maturity,0,1,1
mawkish,1,0,-1
mawkishly,1,0,-1
mawkishness,1,0,-1
meager,1,0,-1
meaningful,0,1,1
meaningless,1,0,-1
meanness,1,0,-1
measly,1,0,-1
meddle,1,0,-1
meddlesome,1,0,-1
mediocre,1,0,-1
mediocrity,1,0,-1
melancholy,1,0,-1
melodramatic,1,0,-1
melodramatically,1,0,-1
meltdown,1,0,-1
memorable,0,1,1
menace,1,0,-1
menacing,1,0,-1
menacingly,1,0,-1
mendacious,1,0,-1
mendacity,1,0,-1
menial,1,0,-1
merciful,0,1,1
mercifully,0,1,1
merciless,1,0,-1
mercilessly,1,0,-1
mercy,0,1,1
merit,0,1,1
meritorious,0,1,1
merrily,0,1,1
merriment,0,1,1
merriness,0,1,1
merry,0,1,1
mesmerize,0,1,1
mesmerized,0,1,1
mesmerizes,0,1,1
mesmerizing,0,1,1
mesmerizingly,0,1,1
mess,1,0,-1
messed,1,0,-1
messes,1,0,-1
messing,1,0,-1
messy,1,0,-1
meticulous,0,1,1
meticulously,0,1,1
midget,1,0,-1
miff,1,0,-1
mightily,0,1,1
mighty,0,1,1
militancy,1,0,-1
mindless,1,0,-1
mindlessly,1,0,-1
miracle,0,1,1
miracles,0,1,1
miraculous,0,1,1
miraculously,0,1,1
miraculousness,0,1,1
mirage,1,0,-1
mire,1,0,-1
misalign,1,0,-1
misaligned,1,0,-1
misaligns,1,0,-1
misapprehend,1,0,-1
misbecome,1,0,-1
misbecoming,1,0,-1
misbegotten,1,0,-1
misbehave,1,0,-1
misbehavior,1,0,-1
miscalculate,1,0,-1
miscalculation,1,0,-1
miscellaneous,1,0,-1
mischief,1,0,-1
mischievous,1,0,-1
mischievously,1,0,-1
misconception,1,0,-1
misconceptions,1,0,-1
miscreant,1,0,-1
miscreants,1,0,-1
misdirection,1,0,-1
miser,1,0,-1
miserable,1,0,-1
miserableness,1,0,-1
miserably,1,0,-1
miseries,1,0,-1
miserly,1,0,-1
misery,1,0,-1
misfit,1,0,-1
misfortune,1,0,-1
misgiving,1,0,-1
misgivings,1,0,-1
misguidance,1,0,-1
misguide,1,0,-1
misguided,1,0,-1
mishandle,1,0,-1
mishap,1,0,-1
misinform,1,0,-1
misinformed,1,0,-1
misinterpret,1,0,-1
misjudge,1,0,-1
misjudgment,1,0,-1
mislead,1,0,-1
misleading,1,0,-1
misleadingly,1,0,-1
mislike,1,0,-1
mismanage,1,0,-1
mispronounce,1,0,-1
mispronounced,1,0,-1
mispronounces,1,0,-1
misread,1,0,-1
misreading,1,0,-1
misrepresent,1,0,-1
misrepresentation,1,0,-1
miss,1,0,-1
missed,1,0,-1
misses,1,0,-1
misstatement,1,0,-1
mist,1,0,-1
mistake,1,0,-1
mistaken,1,0,-1
mistakenly,1,0,-1
mistakes,1,0,-1
mistified,1,0,-1
mistress,1,0,-1
mistrust,1,0,-1
mistrustful,1,0,-1
mistrustfully,1,0,-1
mists,1,0,-1
misunderstand,1,0,-1
misunderstanding,1,0,-1
misunderstandings,1,0,-1
misunderstood,1,0,-1
misuse,1,0,-1
moan,1,0,-1
mobster,1,0,-1
mock,1,0,-1
mocked,1,0,-1
mockeries,1,0,-1
mockery,1,0,-1
mocking,1,0,-1
mockingly,1,0,-1
mocks,1,0,-1
modern,0,1,1
modest,0,1,1
modesty,0,1,1
molest,1,0,-1
molestation,1,0,-1
momentous,0,1,1
monotonous,1,0,-1
monotony,1,0,-1
monster,1,0,-1
monstrosities,1,0,-1
monstrosity,1,0,-1
monstrous,1,0,-1
monstrously,1,0,-1
monumental,0,1,1
monumentally,0,1,1
moody,1,0,-1
moot,1,0,-1
mope,1,0,-1
morality,0,1,1
morbid,1,0,-1
morbidly,1,0,-1
mordant,1,0,-1
mordantly,1,0,-1
moribund,1,0,-1
moron,1,0,-1
moronic,1,0,-1
morons,1,0,-1
mortification,1,0,-1
mortified,1,0,-1
mortify,1,0,-1
mortifying,1,0,-1
motionless,1,0,-1
motivated,0,1,1
motley,1,0,-1
mourn,1,0,-1
mourner,1,0,-1
mournful,1,0,-1
mournfully,1,0,-1
muddle,1,0,-1
muddy,1,0,-1
mudslinger,1,0,-1
mudslinging,1,0,-1
mulish,1,0,-1
mundane,1,0,-1
murder,1,0,-1
murderer,1,0,-1
murderous,1,0,-1
murderously,1,0,-1
murky,1,0,-1
mushy,1,0,-1
musty,1,0,-1
mysterious,1,0,-1
mysteriously,1,0,-1
mystery,1,0,-1
mystify,1,0,-1
myth,1,0,-1
nag,1,0,-1
nagging,1,0,-1
naive,1,0,-1
naively,1,0,-1
narrower,1,0,-1
nastily,1,0,-1
nastiness,1,0,-1
nasty,1,0,-1
naughty,1,0,-1
nauseate,1,0,-1
nauseates,1,0,-1
nauseating,1,0,-1
nauseatingly,1,0,-1
navigable,0,1,1
naÔve,1,0,-1
neat,0,1,1
neatest,0,1,1
neatly,0,1,1
nebulous,1,0,-1
nebulously,1,0,-1
needless,1,0,-1
needlessly,1,0,-1
needy,1,0,-1
nefarious,1,0,-1
nefariously,1,0,-1
negate,1,0,-1
negation,1,0,-1
negative,1,0,-1
negatives,1,0,-1
negativity,1,0,-1
neglect,1,0,-1
neglected,1,0,-1
negligence,1,0,-1
negligent,1,0,-1
nemesis,1,0,-1
nepotism,1,0,-1
nervous,1,0,-1
nervously,1,0,-1
nervousness,1,0,-1
nettle,1,0,-1
nettlesome,1,0,-1
neurotic,1,0,-1
neurotically,1,0,-1
nice,0,1,1
nicely,0,1,1
nicer,0,1,1
nicest,0,1,1
nifty,0,1,1
niggle,1,0,-1
niggles,1,0,-1
nightmare,1,0,-1
nightmarish,1,0,-1
nightmarishly,1,0,-1
nimble,0,1,1
nitpick,1,0,-1
nitpicking,1,0,-1
noble,0,1,1
nobly,0,1,1
noise,1,0,-1
noiseless,0,1,1
noises,1,0,-1
noisier,1,0,-1
noisy,1,0,-1
nonexistent,1,0,-1
nonresponsive,1,0,-1
nonsense,1,0,-1
nosey,1,0,-1
notably,0,1,1
noteworthy,0,1,1
notoriety,1,0,-1
notorious,1,0,-1
notoriously,1,0,-1
nourish,0,1,1
nourishing,0,1,1
nourishment,0,1,1
novelty,0,1,1
noxious,1,0,-1
nuisance,1,0,-1
numb,1,0,-1
nurturing,0,1,1
oasis,0,1,1
obese,1,0,-1
object,1,0,-1
objection,1,0,-1
objectionable,1,0,-1
objections,1,0,-1
oblique,1,0,-1
obliterate,1,0,-1
obliterated,1,0,-1
oblivious,1,0,-1
obnoxious,1,0,-1
obnoxiously,1,0,-1
obscene,1,0,-1
obscenely,1,0,-1
obscenity,1,0,-1
obscure,1,0,-1
obscured,1,0,-1
obscures,1,0,-1
obscurity,1,0,-1
obsess,1,0,-1
obsession,0,1,1
obsessions,0,1,1
obsessive,1,0,-1
obsessively,1,0,-1
obsessiveness,1,0,-1
obsolete,1,0,-1
obstacle,1,0,-1
obstinate,1,0,-1
obstinately,1,0,-1
obstruct,1,0,-1
obstructed,1,0,-1
obstructing,1,0,-1
obstruction,1,0,-1
obstructs,1,0,-1
obtainable,0,1,1
obtrusive,1,0,-1
obtuse,1,0,-1
occlude,1,0,-1
occluded,1,0,-1
occludes,1,0,-1
occluding,1,0,-1
odd,1,0,-1
odder,1,0,-1
oddest,1,0,-1
oddities,1,0,-1
oddity,1,0,-1
oddly,1,0,-1
odor,1,0,-1
offence,1,0,-1
offend,1,0,-1
offender,1,0,-1
offending,1,0,-1
offenses,1,0,-1
offensive,1,0,-1
offensively,1,0,-1
offensiveness,1,0,-1
officious,1,0,-1
ominous,1,0,-1
ominously,1,0,-1
omission,1,0,-1
omit,1,0,-1
onerous,1,0,-1
onerously,1,0,-1
onslaught,1,0,-1
openly,0,1,1
openness,0,1,1
opinionated,1,0,-1
opponent,1,0,-1
opportunistic,1,0,-1
oppose,1,0,-1
opposition,1,0,-1
oppositions,1,0,-1
oppress,1,0,-1
oppression,1,0,-1
oppressive,1,0,-1
oppressively,1,0,-1
oppressiveness,1,0,-1
oppressors,1,0,-1
optimal,0,1,1
optimism,0,1,1
optimistic,0,1,1
opulent,0,1,1
ordeal,1,0,-1
orderly,0,1,1
originality,0,1,1
orphan,1,0,-1
ostracize,1,0,-1
outbreak,1,0,-1
outburst,1,0,-1
outbursts,1,0,-1
outcast,1,0,-1
outcry,1,0,-1
outdo,0,1,1
outdone,0,1,1
outlaw,1,0,-1
outmoded,1,0,-1
outperform,0,1,1
outperformed,0,1,1
outperforming,0,1,1
outperforms,0,1,1
outrage,1,0,-1
outraged,1,0,-1
outrageous,1,0,-1
outrageously,1,0,-1
outrageousness,1,0,-1
outrages,1,0,-1
outshine,0,1,1
outshone,0,1,1
outsider,1,0,-1
outsmart,0,1,1
outstanding,0,1,1
outstandingly,0,1,1
outstrip,0,1,1
outwit,0,1,1
ovation,0,1,1
overact,1,0,-1
overacted,1,0,-1
overawe,1,0,-1
overbalance,1,0,-1
overbalanced,1,0,-1
overbearing,1,0,-1
overbearingly,1,0,-1
overblown,1,0,-1
overdo,1,0,-1
overdone,1,0,-1
overdue,1,0,-1
overemphasize,1,0,-1
overheat,1,0,-1
overjoyed,0,1,1
overkill,1,0,-1
overloaded,1,0,-1
overlook,1,0,-1
overpaid,1,0,-1
overpayed,1,0,-1
overplay,1,0,-1
overpower,1,0,-1
overpriced,1,0,-1
overrated,1,0,-1
overreach,1,0,-1
overrun,1,0,-1
overshadow,1,0,-1
oversight,1,0,-1
oversights,1,0,-1
oversimplification,1,0,-1
oversimplified,1,0,-1
oversimplify,1,0,-1
oversize,1,0,-1
overstate,1,0,-1
overstated,1,0,-1
overstatement,1,0,-1
overstatements,1,0,-1
overstates,1,0,-1
overtake,0,1,1
overtaken,0,1,1
overtakes,0,1,1
overtaking,0,1,1
overtaxed,1,0,-1
overthrow,1,0,-1
overthrows,1,0,-1
overtook,0,1,1
overture,0,1,1
overturn,1,0,-1
overweight,1,0,-1
overwhelm,1,0,-1
overwhelmed,1,0,-1
overwhelming,1,0,-1
overwhelmingly,1,0,-1
overwhelms,1,0,-1
overzealous,1,0,-1
overzealously,1,0,-1
overzelous,1,0,-1
pain,1,0,-1
painful,1,0,-1
painfull,1,0,-1
painfully,1,0,-1
painless,0,1,1
painlessly,0,1,1
pains,1,0,-1
palatial,0,1,1
pale,1,0,-1
pales,1,0,-1
paltry,1,0,-1
pamper,0,1,1
pampered,0,1,1
pamperedly,0,1,1
pamperedness,0,1,1
pampers,0,1,1
pan,1,0,-1
pandemonium,1,0,-1
pander,1,0,-1
pandering,1,0,-1
panders,1,0,-1
panic,1,0,-1
panick,1,0,-1
panicked,1,0,-1
panicking,1,0,-1
panicky,1,0,-1
panoramic,0,1,1
paradise,0,1,1
paradoxical,1,0,-1
paradoxically,1,0,-1
paralize,1,0,-1
paralyzed,1,0,-1
paramount,0,1,1
paranoia,1,0,-1
paranoid,1,0,-1
parasite,1,0,-1
pardon,0,1,1
pariah,1,0,-1
parody,1,0,-1
partiality,1,0,-1
partisan,1,0,-1
partisans,1,0,-1
passe,1,0,-1
passion,0,1,1
passionate,0,1,1
passionately,0,1,1
passive,1,0,-1
passiveness,1,0,-1
pathetic,1,0,-1
pathetically,1,0,-1
patience,0,1,1
patient,0,1,1
patiently,0,1,1
patriot,0,1,1
patriotic,0,1,1
patronize,1,0,-1
paucity,1,0,-1
pauper,1,0,-1
paupers,1,0,-1
payback,1,0,-1
peace,0,1,1
peaceable,0,1,1
peaceful,0,1,1
peacefully,0,1,1
peacekeepers,0,1,1
peach,0,1,1
peculiar,1,0,-1
peculiarly,1,0,-1
pedantic,1,0,-1
peeled,1,0,-1
peerless,0,1,1
peeve,1,0,-1
peeved,1,0,-1
peevish,1,0,-1
peevishly,1,0,-1
penalize,1,0,-1
penalty,1,0,-1
pep,0,1,1
pepped,0,1,1
pepping,0,1,1
peppy,0,1,1
peps,0,1,1
perfect,0,1,1
perfection,0,1,1
perfectly,0,1,1
perfidious,1,0,-1
perfidity,1,0,-1
perfunctory,1,0,-1
peril,1,0,-1
perilous,1,0,-1
perilously,1,0,-1
perish,1,0,-1
permissible,0,1,1
pernicious,1,0,-1
perplex,1,0,-1
perplexed,1,0,-1
perplexing,1,0,-1
perplexity,1,0,-1
persecute,1,0,-1
persecution,1,0,-1
perseverance,0,1,1
persevere,0,1,1
personages,0,1,1
personalized,0,1,1
pertinacious,1,0,-1
pertinaciously,1,0,-1
pertinacity,1,0,-1
perturb,1,0,-1
perturbed,1,0,-1
pervasive,1,0,-1
perverse,1,0,-1
perversely,1,0,-1
perversion,1,0,-1
perversity,1,0,-1
pervert,1,0,-1
perverted,1,0,-1
perverts,1,0,-1
pessimism,1,0,-1
pessimistic,1,0,-1
pessimistically,1,0,-1
pest,1,0,-1
pestilent,1,0,-1
petrified,1,0,-1
petrify,1,0,-1
pettifog,1,0,-1
petty,1,0,-1
phenomenal,0,1,1
phenomenally,0,1,1
phobia,1,0,-1
phobic,1,0,-1
phony,1,0,-1
picket,1,0,-1
picketed,1,0,-1
picketing,1,0,-1
pickets,1,0,-1
picky,1,0,-1
picturesque,0,1,1
piety,0,1,1
pig,1,0,-1
pigs,1,0,-1
pillage,1,0,-1
pillory,1,0,-1
pimple,1,0,-1
pinch,1,0,-1
pinnacle,0,1,1
pique,1,0,-1
pitiable,1,0,-1
pitiful,1,0,-1
pitifully,1,0,-1
pitiless,1,0,-1
pitilessly,1,0,-1
pittance,1,0,-1
pity,1,0,-1
plagiarize,1,0,-1
plague,1,0,-1
plasticky,1,0,-1
playful,0,1,1
playfully,0,1,1
plaything,1,0,-1
plea,1,0,-1
pleas,1,0,-1
pleasant,0,1,1
pleasantly,0,1,1
pleased,0,1,1
pleases,0,1,1
pleasing,0,1,1
pleasingly,0,1,1
pleasurable,0,1,1
pleasurably,0,1,1
pleasure,0,1,1
plebeian,1,0,-1
plentiful,0,1,1
plight,1,0,-1
plot,1,0,-1
plotters,1,0,-1
ploy,1,0,-1
plunder,1,0,-1
plunderer,1,0,-1
pluses,0,1,1
plush,0,1,1
plusses,0,1,1
poetic,0,1,1
poeticize,0,1,1
poignant,0,1,1
pointless,1,0,-1
pointlessly,1,0,-1
poise,0,1,1
poised,0,1,1
poison,1,0,-1
poisonous,1,0,-1
poisonously,1,0,-1
pokey,1,0,-1
poky,1,0,-1
polarisation,1,0,-1
polemize,1,0,-1
polished,0,1,1
polite,0,1,1
politeness,0,1,1
pollute,1,0,-1
polluter,1,0,-1
polluters,1,0,-1
polution,1,0,-1
pompous,1,0,-1
poor,1,0,-1
poorer,1,0,-1
poorest,1,0,-1
poorly,1,0,-1
popular,0,1,1
portable,0,1,1
posh,0,1,1
positive,0,1,1
positively,0,1,1
positives,0,1,1
posturing,1,0,-1
pout,1,0,-1
poverty,1,0,-1
powerful,0,1,1
powerfully,0,1,1
powerless,1,0,-1
praise,0,1,1
praiseworthy,0,1,1
praising,0,1,1
prate,1,0,-1
pratfall,1,0,-1
prattle,1,0,-1
precarious,1,0,-1
precariously,1,0,-1
precious,0,1,1
precipitate,1,0,-1
precipitous,1,0,-1
precise,0,1,1
precisely,0,1,1
predatory,1,0,-1
predicament,1,0,-1
preeminent,0,1,1
prefer,0,1,1
preferable,0,1,1
preferably,0,1,1
prefered,0,1,1
preferes,0,1,1
preferring,0,1,1
prefers,0,1,1
prejudge,1,0,-1
prejudice,1,0,-1
prejudices,1,0,-1
prejudicial,1,0,-1
premeditated,1,0,-1
premier,0,1,1
preoccupy,1,0,-1
preposterous,1,0,-1
preposterously,1,0,-1
prestige,0,1,1
prestigious,0,1,1
presumptuous,1,0,-1
presumptuously,1,0,-1
pretence,1,0,-1
pretend,1,0,-1
pretense,1,0,-1
pretentious,1,0,-1
pretentiously,1,0,-1
prettily,0,1,1
pretty,0,1,1
prevaricate,1,0,-1
priceless,0,1,1
pricey,1,0,-1
pricier,1,0,-1
prick,1,0,-1
prickle,1,0,-1
prickles,1,0,-1
pride,0,1,1
prideful,1,0,-1
prik,1,0,-1
primitive,1,0,-1
principled,0,1,1
prison,1,0,-1
prisoner,1,0,-1
privilege,0,1,1
privileged,0,1,1
prize,0,1,1
proactive,0,1,1
problem,1,0,-1
problematic,1,0,-1
problems,1,0,-1
procrastinate,1,0,-1
procrastinates,1,0,-1
procrastination,1,0,-1
prodigious,0,1,1
prodigiously,0,1,1
prodigy,0,1,1
productive,0,1,1
productively,0,1,1
profane,1,0,-1
profanity,1,0,-1
proficient,0,1,1
proficiently,0,1,1
profound,0,1,1
profoundly,0,1,1
profuse,0,1,1
profusion,0,1,1
progress,0,1,1
progressive,0,1,1
prohibit,1,0,-1
prohibitive,1,0,-1
prohibitively,1,0,-1
prolific,0,1,1
prominence,0,1,1
prominent,0,1,1
promise,0,1,1
promised,0,1,1
promises,0,1,1
promising,0,1,1
promoter,0,1,1
prompt,0,1,1
promptly,0,1,1
propaganda,1,0,-1
propagandize,1,0,-1
proper,0,1,1
properly,0,1,1
propitious,0,1,1
propitiously,0,1,1
proprietary,1,0,-1
pros,0,1,1
prosecute,1,0,-1
prosper,0,1,1
prosperity,0,1,1
prosperous,0,1,1
prospros,0,1,1
protect,0,1,1
protection,0,1,1
protective,0,1,1
protest,1,0,-1
protested,1,0,-1
protesting,1,0,-1
protests,1,0,-1
protracted,1,0,-1
proud,0,1,1
proven,0,1,1
proves,0,1,1
providence,0,1,1
proving,0,1,1
provocation,1,0,-1
provocative,1,0,-1
provoke,1,0,-1
prowess,0,1,1
prudence,0,1,1
prudent,0,1,1
prudently,0,1,1
pry,1,0,-1
pugnacious,1,0,-1
pugnaciously,1,0,-1
pugnacity,1,0,-1
punch,1,0,-1
punctual,0,1,1
punish,1,0,-1
punishable,1,0,-1
punitive,1,0,-1
punk,1,0,-1
puny,1,0,-1
puppet,1,0,-1
puppets,1,0,-1
pure,0,1,1
purify,0,1,1
purposeful,0,1,1
puzzled,1,0,-1
puzzlement,1,0,-1
puzzling,1,0,-1
quack,1,0,-1
quaint,0,1,1
qualified,0,1,1
qualify,0,1,1
qualm,1,0,-1
qualms,1,0,-1
quandary,1,0,-1
quarrel,1,0,-1
quarrellous,1,0,-1
quarrellously,1,0,-1
quarrels,1,0,-1
quarrelsome,1,0,-1
quash,1,0,-1
queer,1,0,-1
questionable,1,0,-1
quibble,1,0,-1
quibbles,1,0,-1
quicker,0,1,1
quiet,0,1,1
quieter,0,1,1
quitter,1,0,-1
rabid,1,0,-1
racism,1,0,-1
racist,1,0,-1
racists,1,0,-1
racy,1,0,-1
radiance,0,1,1
radiant,0,1,1
radical,1,0,-1
radicalization,1,0,-1
radically,1,0,-1
radicals,1,0,-1
rage,1,0,-1
ragged,1,0,-1
raging,1,0,-1
rail,1,0,-1
raked,1,0,-1
rampage,1,0,-1
rampant,1,0,-1
ramshackle,1,0,-1
rancor,1,0,-1
randomly,1,0,-1
rankle,1,0,-1
rant,1,0,-1
ranted,1,0,-1
ranting,1,0,-1
rantingly,1,0,-1
rants,1,0,-1
rape,1,0,-1
raped,1,0,-1
rapid,0,1,1
raping,1,0,-1
rapport,0,1,1
rapt,0,1,1
rapture,0,1,1
raptureous,0,1,1
raptureously,0,1,1
rapturous,0,1,1
rapturously,0,1,1
rascal,1,0,-1
rascals,1,0,-1
rash,1,0,-1
rational,0,1,1
rattle,1,0,-1
rattled,1,0,-1
rattles,1,0,-1
ravage,1,0,-1
raving,1,0,-1
reachable,0,1,1
reactionary,1,0,-1
readable,0,1,1
readily,0,1,1
ready,0,1,1
reaffirm,0,1,1
reaffirmation,0,1,1
realistic,0,1,1
realizable,0,1,1
reasonable,0,1,1
reasonably,0,1,1
reasoned,0,1,1
reassurance,0,1,1
reassure,0,1,1
rebellious,1,0,-1
rebuff,1,0,-1
rebuke,1,0,-1
recalcitrant,1,0,-1
recant,1,0,-1
receptive,0,1,1
recession,1,0,-1
recessionary,1,0,-1
reckless,1,0,-1
recklessly,1,0,-1
recklessness,1,0,-1
reclaim,0,1,1
recoil,1,0,-1
recomend,0,1,1
recommend,0,1,1
recommendation,0,1,1
recommendations,0,1,1
recommended,0,1,1
reconcile,0,1,1
reconciliation,0,1,1
recourses,1,0,-1
recover,0,1,1
recovery,0,1,1
rectification,0,1,1
rectify,0,1,1
rectifying,0,1,1
redeem,0,1,1
redeeming,0,1,1
redemption,0,1,1
redundancy,1,0,-1
redundant,1,0,-1
refine,0,1,1
refined,0,1,1
refinement,0,1,1
reform,0,1,1
reformed,0,1,1
reforming,0,1,1
reforms,0,1,1
refresh,0,1,1
refreshed,0,1,1
refreshing,0,1,1
refund,0,1,1
refunded,0,1,1
refusal,1,0,-1
refuse,1,0,-1
refused,1,0,-1
refuses,1,0,-1
refusing,1,0,-1
refutation,1,0,-1
refute,1,0,-1
refuted,1,0,-1
refutes,1,0,-1
refuting,1,0,-1
regal,0,1,1
regally,0,1,1
regard,0,1,1
regress,1,0,-1
regression,1,0,-1
regressive,1,0,-1
regret,1,0,-1
regreted,1,0,-1
regretful,1,0,-1
regretfully,1,0,-1
regrets,1,0,-1
regrettable,1,0,-1
regrettably,1,0,-1
regretted,1,0,-1
reject,1,0,-1
rejected,1,0,-1
rejecting,1,0,-1
rejection,1,0,-1
rejects,1,0,-1
rejoice,0,1,1
rejoicing,0,1,1
rejoicingly,0,1,1
rejuvenate,0,1,1
rejuvenated,0,1,1
rejuvenating,0,1,1
relapse,1,0,-1
relaxed,0,1,1
relent,0,1,1
relentless,1,0,-1
relentlessly,1,0,-1
relentlessness,1,0,-1
reliable,0,1,1
reliably,0,1,1
relief,0,1,1
relish,0,1,1
reluctance,1,0,-1
reluctant,1,0,-1
reluctantly,1,0,-1
remarkable,0,1,1
remarkably,0,1,1
remedy,0,1,1
remission,0,1,1
remorse,1,0,-1
remorseful,1,0,-1
remorsefully,1,0,-1
remorseless,1,0,-1
remorselessly,1,0,-1
remorselessness,1,0,-1
remunerate,0,1,1
renaissance,0,1,1
renewed,0,1,1
renounce,1,0,-1
renown,0,1,1
renowned,0,1,1
renunciation,1,0,-1
repel,1,0,-1
repetitive,1,0,-1
replaceable,0,1,1
reprehensible,1,0,-1
reprehensibly,1,0,-1
reprehension,1,0,-1
reprehensive,1,0,-1
repress,1,0,-1
repression,1,0,-1
repressive,1,0,-1
reprimand,1,0,-1
reproach,1,0,-1
reproachful,1,0,-1
reprove,1,0,-1
reprovingly,1,0,-1
repudiate,1,0,-1
repudiation,1,0,-1
repugn,1,0,-1
repugnance,1,0,-1
repugnant,1,0,-1
repugnantly,1,0,-1
repulse,1,0,-1
repulsed,1,0,-1
repulsing,1,0,-1
repulsive,1,0,-1
repulsively,1,0,-1
repulsiveness,1,0,-1
reputable,0,1,1
reputation,0,1,1
resent,1,0,-1
resentful,1,0,-1
resentment,1,0,-1
resignation,1,0,-1
resigned,1,0,-1
resilient,0,1,1
resistance,1,0,-1
resolute,0,1,1
resound,0,1,1
resounding,0,1,1
resourceful,0,1,1
resourcefulness,0,1,1
respect,0,1,1
respectable,0,1,1
respectful,0,1,1
respectfully,0,1,1
respite,0,1,1
resplendent,0,1,1
responsibly,0,1,1
responsive,0,1,1
restful,0,1,1
restless,1,0,-1
restlessness,1,0,-1
restored,0,1,1
restrict,1,0,-1
restricted,1,0,-1
restriction,1,0,-1
restrictive,1,0,-1
restructure,0,1,1
restructured,0,1,1
restructuring,0,1,1
resurgent,1,0,-1
retaliate,1,0,-1
retaliatory,1,0,-1
retard,1,0,-1
retarded,1,0,-1
retardedness,1,0,-1
retards,1,0,-1
reticent,1,0,-1
retract,1,0,-1
retractable,0,1,1
retreat,1,0,-1
retreated,1,0,-1
revel,0,1,1
revelation,0,1,1
revenge,1,0,-1
revengeful,1,0,-1
revengefully,1,0,-1
revere,0,1,1
reverence,0,1,1
reverent,0,1,1
reverently,0,1,1
revert,1,0,-1
revile,1,0,-1
reviled,1,0,-1
revitalize,0,1,1
revival,0,1,1
revive,0,1,1
revives,0,1,1
revoke,1,0,-1
revolt,1,0,-1
revolting,1,0,-1
revoltingly,1,0,-1
revolutionary,0,1,1
revolutionize,0,1,1
revolutionized,0,1,1
revolutionizes,0,1,1
revulsion,1,0,-1
revulsive,1,0,-1
reward,0,1,1
rewarding,0,1,1
rewardingly,0,1,1
rhapsodize,1,0,-1
rhetoric,1,0,-1
rhetorical,1,0,-1
ricer,1,0,-1
rich,0,1,1
richer,0,1,1
richly,0,1,1
richness,0,1,1
ridicule,1,0,-1
ridicules,1,0,-1
ridiculous,1,0,-1
ridiculously,1,0,-1
rife,1,0,-1
rift,1,0,-1
rifts,1,0,-1
right,0,1,1
righten,0,1,1
righteous,0,1,1
righteously,0,1,1
righteousness,0,1,1
rightful,0,1,1
rightfully,0,1,1
rightly,0,1,1
rightness,0,1,1
rigid,1,0,-1
rigidity,1,0,-1
rigidness,1,0,-1
rile,1,0,-1
riled,1,0,-1
rip,1,0,-1
ripoff,1,0,-1
ripped,1,0,-1
risk,1,0,-1
risks,1,0,-1
risky,1,0,-1
rival,1,0,-1
rivalry,1,0,-1
roadblocks,1,0,-1
robust,0,1,1
rockstar,0,1,1
rockstars,0,1,1
rocky,1,0,-1
rogue,1,0,-1
rollercoaster,1,0,-1
romantic,0,1,1
romantically,0,1,1
romanticize,0,1,1
roomier,0,1,1
roomy,0,1,1
rosy,0,1,1
rot,1,0,-1
rotten,1,0,-1
rough,1,0,-1
rremediable,1,0,-1
rubbish,1,0,-1
rude,1,0,-1
rue,1,0,-1
ruffian,1,0,-1
ruffle,1,0,-1
ruin,1,0,-1
ruined,1,0,-1
ruining,1,0,-1
ruinous,1,0,-1
ruins,1,0,-1
rumbling,1,0,-1
rumor,1,0,-1
rumors,1,0,-1
rumours,1,0,-1
rumple,1,0,-1
runaway,1,0,-1
rupture,1,0,-1
rust,1,0,-1
rusts,1,0,-1
rusty,1,0,-1
rut,1,0,-1
ruthless,1,0,-1
ruthlessly,1,0,-1
ruthlessness,1,0,-1
ruts,1,0,-1
sabotage,1,0,-1
sack,1,0,-1
sacrificed,1,0,-1
sad,1,0,-1
sadden,1,0,-1
sadly,1,0,-1
sadness,1,0,-1
safe,0,1,1
safely,0,1,1
sag,1,0,-1
