term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,nrc_polarity
lunacy,1,0,1,1,0,1,0,1,0,0,-1
lunatic,1,0,1,1,0,1,0,0,0,0,-1
lurid,0,0,1,0,0,1,0,0,0,0,-1
luscious,0,1,0,0,1,0,1,0,0,0,1
lush,0,0,1,0,0,1,0,1,0,0,-1
lust,0,1,0,0,0,1,0,0,0,0,-1
luster,0,0,0,0,1,0,1,0,0,0,1
luxurious,0,0,0,0,1,0,1,0,0,0,1
luxury,0,0,0,0,1,0,1,0,0,0,1
lying,1,0,1,0,0,1,0,0,0,0,-1
lynch,1,0,1,1,0,1,0,1,0,0,-1
lyre,0,0,0,0,1,0,1,0,0,0,1
lyrical,0,0,0,0,1,0,1,0,0,0,1
mace,0,0,0,1,0,1,0,0,0,0,-1
mad,1,0,1,1,0,1,0,1,0,0,-1
madden,1,0,0,1,0,1,0,0,0,0,-1
madman,1,0,0,1,0,1,0,0,0,0,-1
madness,1,0,0,1,0,1,0,0,0,0,-1
mafia,0,0,0,1,0,1,0,0,0,0,-1
maggot,0,0,1,0,0,1,0,0,0,0,-1
magical,0,1,0,0,1,0,1,0,1,0,1
magnet,0,0,0,0,0,0,1,0,0,1,1
magnificence,0,1,0,0,1,0,1,0,0,1,1
magnificent,0,1,0,0,1,0,1,0,1,1,1
mainstay,0,0,0,0,0,0,1,0,0,1,1
majestic,0,1,0,0,1,0,1,0,1,1,1
majesty,0,0,0,0,0,0,1,0,0,1,1
majority,0,0,0,0,1,0,1,0,0,1,1
malaise,0,0,0,0,0,1,0,1,0,0,-1
malaria,0,0,1,1,0,1,0,1,0,0,-1
malevolent,1,0,1,1,0,1,0,1,0,0,-1
malfeasance,0,0,1,0,0,1,0,0,0,0,-1
malice,1,0,0,1,0,1,0,0,0,0,-1
malicious,1,0,1,1,0,1,0,1,0,0,-1
malign,1,0,1,0,0,1,0,0,0,0,-1
malignancy,0,0,0,1,0,1,0,1,0,0,-1
malignant,1,0,0,1,0,1,0,0,0,0,-1
malpractice,1,0,0,0,0,1,0,0,0,0,-1
manage,0,0,0,0,0,0,1,0,0,1,1
management,0,0,0,0,0,0,1,0,0,1,1
mandamus,0,0,0,1,0,1,0,0,0,0,-1
mandarin,0,0,0,0,0,0,1,0,0,1,1
mange,0,0,1,1,0,1,0,0,0,0,-1
mangle,1,0,1,1,0,1,0,1,0,0,-1
maniac,1,0,0,1,0,1,0,0,0,0,-1
manipulation,1,0,0,1,0,1,0,0,0,0,-1
manslaughter,1,0,1,1,0,1,0,1,1,0,-1
manure,0,0,1,0,0,1,0,0,0,0,-1
margin,0,0,0,0,0,1,0,1,0,0,-1
marriage,0,1,0,0,1,0,1,0,0,1,1
marrow,0,0,0,0,1,0,1,0,0,1,1
marry,0,1,0,1,1,0,1,0,1,1,1
marshal,0,0,0,0,0,0,1,0,0,1,1
martyr,0,0,0,1,0,1,0,1,0,0,-1
martyrdom,0,0,0,1,0,1,0,1,0,0,-1
marvel,0,0,0,0,0,0,1,0,1,0,1
marvelous,0,0,0,0,1,0,1,0,0,0,1
marvelously,0,0,0,0,1,0,1,0,0,0,1
masochism,1,0,1,1,0,1,0,0,0,0,-1
massacre,1,0,1,1,0,1,0,1,0,0,-1
massage,0,0,0,0,1,0,1,0,0,0,1
masterpiece,0,0,0,0,1,0,1,0,0,0,1
mastery,1,0,0,0,1,0,1,0,0,1,1
mate,0,0,0,0,0,0,1,0,0,1,1
materialist,0,0,1,0,0,1,0,0,0,0,-1
maternal,0,1,0,0,0,1,1,0,0,0,0
matrimony,0,1,0,0,1,0,1,0,0,1,1
matron,0,0,0,0,0,0,1,0,0,1,1
meaningless,0,0,0,0,0,1,0,1,0,0,-1
measles,0,0,1,1,0,1,0,1,0,0,-1
measured,0,0,0,0,0,0,1,0,0,1,1
medal,0,1,0,0,1,0,1,0,1,1,1
meddle,1,0,0,0,0,1,0,0,0,0,-1
mediate,0,1,0,0,0,0,1,0,0,1,1
mediator,0,1,0,0,0,0,1,0,0,1,1
medical,0,1,0,1,0,0,1,0,0,1,1
meditate,0,1,0,0,1,0,1,0,0,1,1
melancholic,0,0,0,0,0,1,0,1,0,0,-1
melancholy,0,0,0,0,0,1,0,1,0,0,-1
melee,0,0,0,1,0,1,0,0,0,0,-1
melodrama,1,0,0,0,0,1,0,1,0,0,-1
meltdown,0,0,0,0,0,1,0,1,0,0,-1
memorable,0,0,0,0,1,0,1,0,1,1,1
menace,1,0,0,1,0,1,0,0,0,0,-1
menacing,1,0,0,1,0,1,0,0,0,0,-1
mentor,0,0,0,0,0,0,1,0,0,1,1
mercenary,0,0,0,1,0,1,0,0,0,0,-1
merciless,0,0,0,1,0,1,0,0,0,0,-1
merge,0,1,0,0,0,0,1,0,0,0,1
merit,0,0,0,0,0,0,1,0,0,1,1
meritorious,0,0,0,0,1,0,1,0,0,1,1
merriment,0,0,0,0,1,0,1,0,1,0,1
merry,0,0,0,0,1,0,1,0,0,0,1
mess,0,0,1,0,0,1,0,0,0,0,-1
messy,0,0,1,0,0,1,0,0,0,0,-1
midwife,0,1,0,0,1,1,1,0,0,1,0
mighty,1,0,0,1,1,0,1,0,0,1,1
mildew,0,0,1,0,0,1,0,0,0,0,-1
militia,1,0,0,1,0,1,0,1,0,0,-1
mimicry,0,0,0,0,0,1,0,0,1,0,-1
ministry,0,0,0,0,1,0,1,0,0,1,1
miracle,0,1,0,0,1,0,1,0,1,1,1
miraculous,0,0,0,0,1,0,1,0,1,0,1
mire,0,0,1,0,0,1,0,0,0,0,-1
mirth,0,0,0,0,1,0,1,0,0,0,1
misbehavior,1,0,1,0,0,1,0,0,1,0,-1
miscarriage,0,0,0,1,0,1,0,1,0,0,-1
misconception,1,0,1,1,0,1,0,0,0,0,-1
misconduct,0,0,1,0,0,1,0,0,0,0,-1
miserable,1,0,1,0,0,1,0,1,0,0,-1
miserably,0,0,0,0,0,1,0,1,0,0,-1
misery,1,0,1,1,0,1,0,1,0,0,-1
misfortune,0,0,0,1,0,1,0,1,0,0,-1
misguided,0,0,1,0,0,1,0,0,0,0,-1
mishap,0,0,1,1,0,1,0,1,1,0,-1
mislead,1,0,0,1,0,1,0,0,0,1,-1
misleading,1,0,1,0,0,1,0,0,0,0,-1
misplace,1,0,1,0,0,1,0,0,0,0,-1
misrepresentation,0,0,0,0,0,1,0,1,0,0,-1
misrepresented,1,0,0,0,0,1,0,0,0,0,-1
missing,0,0,0,1,0,1,0,1,0,0,-1
misstatement,1,0,1,0,0,1,0,0,0,0,-1
mistake,0,0,0,0,0,1,0,1,0,0,-1
mistaken,0,0,0,1,0,1,0,0,0,0,-1
mistress,1,0,1,0,0,1,0,0,0,0,-1
mistrust,0,0,1,1,0,1,0,0,0,0,-1
misunderstanding,1,0,0,0,0,1,0,1,0,0,-1
mite,0,0,1,0,0,1,0,0,0,0,-1
moan,0,0,0,1,0,0,0,1,0,0,0
mob,1,0,0,1,0,1,0,0,0,0,-1
mockery,0,0,1,0,0,1,0,0,0,0,-1
mocking,1,0,1,0,0,1,0,1,0,0,-1
moderator,0,0,0,0,0,0,1,0,0,1,1
modest,0,0,0,0,0,0,1,0,0,1,1
molestation,1,0,1,1,0,1,0,1,0,0,-1
momentum,0,1,0,0,0,0,1,0,0,0,1
monetary,0,1,0,0,0,0,1,0,0,0,1
money,1,1,0,0,1,0,1,0,1,1,1
monk,0,0,0,0,0,0,1,0,0,1,1
monochrome,0,0,1,0,0,1,0,0,0,0,-1
monsoon,0,0,0,0,0,1,0,1,0,0,-1
monster,0,0,0,1,0,1,0,0,0,0,-1
monstrosity,1,0,1,1,0,1,0,0,1,0,-1
moody,1,0,0,0,0,1,0,1,0,0,-1
moral,1,0,0,0,0,0,1,0,0,1,1
morality,0,0,0,0,0,0,1,0,0,1,1
morals,1,1,1,0,1,0,1,0,1,1,1
morbid,0,0,0,0,0,1,0,1,0,0,-1
morbidity,1,0,1,1,0,1,0,1,0,0,-1
morgue,0,0,1,1,0,1,0,1,0,0,-1
moribund,0,0,0,0,0,1,0,1,0,0,-1
mortality,1,0,0,1,0,1,0,1,0,0,-1
mortification,0,1,1,1,0,1,0,1,0,0,-1
mortuary,0,0,0,1,0,1,0,1,0,0,-1
mosquito,1,0,1,0,0,1,0,0,0,0,-1
mother,0,1,0,0,1,1,1,1,0,1,0
motherhood,0,0,0,0,1,0,1,0,0,1,1
mourn,0,0,0,0,0,1,0,1,0,0,-1
mournful,1,0,0,1,0,1,0,1,0,0,-1
mourning,0,0,0,0,0,1,0,1,0,0,-1
muck,0,0,1,0,0,1,0,0,0,0,-1
muddy,0,0,1,0,0,1,0,0,0,0,-1
muff,1,0,1,0,0,1,0,0,0,0,-1
mug,1,0,0,1,0,1,1,1,0,0,0
mule,1,0,0,0,0,1,0,0,0,1,-1
mum,0,0,0,1,0,1,0,0,0,0,-1
murder,1,0,1,1,0,1,0,1,1,0,-1
murderer,1,0,1,1,0,1,0,1,0,0,-1
murderous,1,0,1,1,0,1,0,1,1,0,-1
murky,0,0,1,0,0,1,0,1,0,0,-1
music,0,0,0,0,1,0,1,1,0,0,1
musical,1,1,0,0,1,0,1,1,1,1,1
musty,0,0,1,0,0,1,0,0,0,0,-1
mutable,0,1,0,0,0,0,1,0,0,0,1
mutilated,0,0,1,0,0,1,0,0,0,0,-1
mutilation,1,0,1,1,0,1,0,1,0,0,-1
mutiny,1,0,1,1,0,1,0,0,1,0,-1
mutter,1,0,0,0,0,1,0,0,0,0,-1
muzzle,0,0,0,1,0,1,0,0,0,0,-1
myopia,1,0,0,0,0,1,0,1,0,0,-1
mysterious,0,1,0,1,0,0,0,0,1,0,0
mystery,0,1,0,0,0,0,0,0,1,0,0
nab,0,0,0,0,0,1,0,0,1,0,-1
nag,1,0,0,0,0,1,0,0,0,0,-1
nameless,0,0,1,0,0,1,0,0,0,0,-1
nap,0,0,0,0,1,0,1,0,0,0,1
nappy,0,0,1,0,0,1,0,0,0,0,-1
nasty,1,0,1,1,0,1,0,1,0,0,-1
nausea,0,0,1,0,0,1,0,0,0,0,-1
nauseous,0,0,1,0,0,1,0,1,0,0,-1
navigable,0,1,0,0,0,0,1,0,0,0,1
navigator,0,1,0,0,0,0,0,0,0,1,0
nefarious,0,0,1,1,0,1,0,1,1,0,-1
negation,1,0,0,0,0,1,0,0,0,0,-1
negative,0,0,0,0,0,1,0,1,0,0,-1
neglected,1,0,1,0,0,1,0,1,0,0,-1
negotiate,0,0,0,0,0,0,1,0,0,1,1
negro,0,0,0,0,0,1,0,1,0,0,-1
neighbor,0,1,0,0,0,0,1,0,0,1,1
nepotism,1,0,1,0,0,1,0,1,0,0,-1
nervous,0,1,0,1,0,1,0,0,0,0,-1
nestle,0,0,0,0,0,0,1,0,0,1,1
nether,1,0,0,1,0,1,0,1,0,0,-1
nettle,1,0,1,0,0,1,0,0,0,0,-1
neuralgia,0,0,0,1,0,1,0,1,0,0,-1
neurosis,0,0,0,1,0,1,0,1,0,0,-1
neurotic,0,0,1,1,0,1,0,0,0,0,-1
neutral,0,1,0,0,0,0,0,0,0,1,0
newcomer,0,0,0,1,0,0,0,0,1,0,0
nicotine,0,0,1,0,0,1,0,0,0,0,-1
nightmare,0,0,0,1,0,1,0,0,0,0,-1
nobility,0,1,0,0,0,0,1,0,0,1,1
noble,0,0,0,0,0,0,1,0,0,1,1
nobleman,0,0,0,0,0,0,1,0,0,1,1
noisy,1,0,0,0,0,1,0,0,0,0,-1
noncompliance,1,1,0,1,0,1,0,1,0,0,-1
nonsensical,0,0,0,0,0,1,0,1,0,0,-1
noose,0,0,0,0,0,1,0,1,0,0,-1
notable,0,0,0,0,1,0,1,0,0,1,1
nothingness,0,0,0,0,0,1,0,1,0,0,-1
notoriety,1,0,1,1,0,1,1,0,0,0,0
noxious,0,0,1,1,0,1,0,0,0,0,-1
nuisance,1,0,0,0,0,1,0,0,0,0,-1
nullify,0,0,0,0,0,1,0,0,1,0,-1
numbness,0,0,0,0,0,1,0,1,0,0,-1
nun,0,0,0,0,0,1,0,0,0,1,-1
nurse,0,0,0,0,0,0,1,0,0,1,1
nursery,0,0,0,0,1,0,1,0,0,1,1
nurture,1,1,1,1,1,0,1,0,0,1,1
nutritious,0,0,0,0,0,0,1,1,0,0,1
oasis,0,1,0,0,1,0,1,0,0,1,1
oath,0,0,0,0,0,0,1,0,0,1,1
obedience,0,0,0,0,0,0,1,0,0,1,1
obese,0,0,1,0,0,1,0,0,0,0,-1
obesity,0,0,1,0,0,1,0,1,0,0,-1
obey,0,0,0,1,0,0,0,0,0,1,0
obi,0,0,1,1,0,1,0,0,0,0,-1
obit,0,0,0,0,0,1,0,1,1,0,-1
obituary,0,0,0,0,0,1,0,1,0,0,-1
objection,1,0,0,0,0,1,0,0,0,0,-1
objective,0,1,0,0,0,0,1,0,0,1,1
oblige,0,0,0,0,0,1,0,0,0,1,-1
obliging,1,1,1,1,1,0,1,0,1,1,1
obligor,0,0,0,1,0,1,0,0,0,0,-1
obliterate,1,0,0,1,0,1,0,1,0,0,-1
obliterated,1,0,0,1,0,1,0,0,0,0,-1
obliteration,0,0,0,1,0,1,0,1,0,0,-1
oblivion,1,0,0,1,0,1,0,0,0,0,-1
obnoxious,1,0,1,0,0,1,0,1,0,0,-1
obscene,0,0,1,0,0,1,0,0,0,0,-1
obscenity,1,0,1,0,0,1,0,0,0,0,-1
obstacle,1,0,0,1,0,1,0,1,0,0,-1
obstruct,1,0,0,1,0,1,0,0,0,0,-1
obstructive,1,0,0,0,0,1,0,0,0,0,-1
obtainable,0,0,0,0,1,0,1,0,0,0,1
obvious,0,0,0,0,0,0,1,0,0,1,1
occult,0,0,1,1,0,1,0,0,0,0,-1
occupant,0,0,0,0,0,0,1,0,0,1,1
oddity,0,0,1,0,0,1,0,1,1,0,-1
odious,1,0,1,1,0,1,0,0,0,0,-1
offend,1,0,1,0,0,1,0,0,0,0,-1
offended,1,0,0,0,0,1,0,1,0,0,-1
offender,1,0,1,1,0,1,0,1,0,0,-1
offense,1,0,1,1,0,1,0,1,0,0,-1
offensive,1,0,1,0,0,1,0,0,0,0,-1
officer,0,0,0,0,0,0,1,0,0,1,1
offset,0,1,0,0,0,0,1,0,0,0,1
ogre,0,0,1,1,0,1,0,0,0,0,-1
olfactory,0,1,0,0,0,1,0,0,0,0,-1
omen,0,1,0,1,0,1,0,0,0,0,-1
ominous,0,1,0,1,0,1,0,0,0,0,-1
omnipotence,0,0,0,1,0,1,1,0,0,0,0
omniscient,0,0,0,0,0,0,1,0,0,1,1
onerous,1,0,0,0,0,1,0,1,0,0,-1
ooze,0,0,1,0,0,1,0,0,0,0,-1
opera,1,1,0,1,1,0,1,1,1,1,1
operation,0,0,0,1,0,0,0,0,0,1,0
opinionated,1,0,0,0,0,1,0,0,0,0,-1
opium,1,0,1,1,0,1,0,1,0,0,-1
opponent,1,1,1,1,0,1,0,0,0,0,-1
opportune,0,0,0,0,1,0,1,0,0,0,1
opportunity,0,1,0,0,0,0,1,0,0,0,1
opposed,1,0,0,1,0,1,0,0,0,0,-1
opposition,1,0,0,0,0,1,0,0,0,0,-1
oppress,1,0,1,1,0,1,0,1,0,0,-1
oppression,1,0,1,1,0,1,0,1,0,0,-1
oppressive,1,0,1,1,0,1,0,1,0,0,-1
oppressor,1,0,0,1,0,1,0,1,0,0,-1
optimism,0,1,0,0,1,0,1,0,1,1,1
optimist,0,0,0,0,0,0,1,0,0,1,1
oracle,0,1,0,0,0,0,1,0,0,1,1
orc,1,0,1,1,0,1,0,0,0,0,-1
orchestra,1,0,0,0,1,0,1,1,0,1,1
ordained,0,0,0,0,0,0,1,0,0,1,1
ordeal,1,0,0,0,0,1,0,0,1,0,-1
ordination,0,1,0,0,1,0,1,0,0,1,1
ordnance,0,0,0,1,0,1,0,0,0,0,-1
organ,0,1,0,0,1,0,0,0,0,0,0
organization,0,1,0,0,1,0,1,0,1,1,1
orgasm,0,1,0,0,1,0,1,0,0,0,1
originality,0,0,0,0,0,0,1,0,1,0,1
orphan,0,0,0,1,0,1,0,1,0,0,-1
oust,1,0,0,0,0,1,0,1,0,0,-1
outburst,1,0,0,1,1,1,1,1,1,0,0
outcast,0,0,1,1,0,1,0,1,0,0,-1
outcry,1,0,0,1,0,1,0,0,1,0,-1
outdo,0,1,0,0,0,0,1,0,0,0,1
outhouse,0,0,1,0,0,1,0,0,0,0,-1
outrage,1,0,1,0,0,1,0,0,0,0,-1
outstanding,0,0,0,0,1,1,1,0,0,0,0
ovation,0,0,0,0,0,1,0,1,0,0,-1
overbearing,1,0,0,0,0,1,0,0,0,0,-1
overdue,0,1,0,0,0,1,0,1,1,0,-1
overjoyed,0,0,0,0,1,0,1,0,0,0,1
overload,0,0,0,0,0,1,0,1,0,0,-1
overpowering,1,0,0,1,0,1,0,0,0,0,-1
overpriced,1,0,1,0,0,1,0,1,0,0,-1
overthrow,0,1,0,1,0,1,0,0,0,0,-1
overwhelmed,0,0,0,0,0,1,0,1,0,0,-1
owing,1,1,1,1,0,1,0,1,0,1,-1
paddle,0,1,0,0,0,0,1,0,0,0,1
pain,0,0,0,1,0,1,0,1,0,0,-1
pained,0,0,0,1,0,1,0,1,0,0,-1
painful,1,0,1,1,0,1,0,1,0,0,-1
painfully,0,0,0,0,0,1,0,1,0,0,-1
palsy,0,0,1,1,0,1,0,1,0,0,-1
pandemic,0,0,0,1,0,1,0,1,0,0,-1
pang,0,0,0,0,0,1,0,0,1,0,-1
panic,0,0,0,1,0,1,0,0,0,0,-1
parade,0,1,0,1,1,1,1,0,1,0,0
paragon,0,1,0,0,1,0,1,0,0,1,1
paralysis,1,1,0,1,0,1,0,1,0,0,-1
paralyzed,1,0,0,1,0,1,0,1,1,0,-1
paranoia,0,0,0,1,0,1,0,0,0,0,-1
paraphrase,0,0,0,0,0,1,1,0,0,0,0
parasite,0,0,1,1,0,1,0,0,0,0,-1
pare,1,1,0,1,0,1,0,1,0,0,-1
parietal,0,0,0,0,0,0,1,0,0,1,1
parrot,0,0,1,0,0,1,0,0,0,0,-1
partake,0,0,0,0,0,0,1,0,0,1,1
partnership,0,0,0,0,0,0,1,0,0,1,1
passion,0,1,0,0,1,0,1,0,0,1,1
passionate,0,1,0,0,1,0,1,0,0,1,1
pastor,0,0,0,0,1,0,1,0,0,1,1
pastry,0,0,0,0,1,0,1,0,0,0,1
pathetic,0,0,1,0,0,1,0,1,0,0,-1
patience,0,1,0,0,0,0,1,0,0,1,1
patient,0,1,0,0,0,0,1,0,0,0,1
patriarchal,0,0,0,0,0,0,1,0,0,1,1
patron,0,0,0,0,0,0,1,0,0,1,1
patronage,0,0,0,0,0,0,1,0,0,1,1
patter,1,0,0,0,0,1,0,0,0,0,-1
paucity,1,0,1,0,0,1,0,1,0,0,-1
pauper,0,0,0,0,0,1,0,1,0,0,-1
pawn,0,0,0,0,0,1,0,0,0,1,-1
pay,0,1,0,0,1,0,1,0,0,1,1
payback,1,0,0,0,0,1,0,0,0,0,-1
peace,0,1,0,0,1,0,1,0,0,1,1
peaceful,0,1,0,0,1,0,1,0,1,1,1
pedigree,0,0,0,0,0,0,1,0,0,1,1
penal,0,0,0,1,0,1,0,1,0,0,-1
penalty,1,0,0,1,0,1,0,1,0,0,-1
penance,0,0,0,1,0,0,0,1,0,0,0
penetration,1,0,0,1,0,1,0,0,0,0,-1
penitentiary,1,0,0,0,0,1,0,0,0,0,-1
perceive,0,0,0,0,0,0,1,0,0,1,1
perdition,1,0,1,1,0,1,0,1,0,0,-1
perennial,0,0,0,0,0,0,1,0,0,1,1
perfect,0,1,0,0,1,0,1,0,0,1,1
perfection,0,1,0,0,1,0,1,0,1,1,1
peril,0,1,0,1,0,1,0,1,0,0,-1
perilous,0,1,0,1,0,1,0,1,0,0,-1
perish,0,0,0,1,0,1,0,1,0,0,-1
perished,0,0,0,0,0,1,0,1,0,0,-1
perishing,0,0,0,1,0,1,0,1,0,0,-1
perjury,0,0,0,1,0,1,0,0,1,0,-1
pernicious,1,0,0,1,0,1,0,1,0,0,-1
perpetrator,1,0,1,1,0,1,0,1,0,0,-1
perpetuity,0,1,0,0,0,0,1,0,0,1,1
perplexity,0,0,0,0,0,1,0,1,0,0,-1
persecute,1,0,0,1,0,1,0,0,0,0,-1
persecution,1,0,1,1,0,1,0,1,0,0,-1
pertinent,0,0,0,0,0,0,1,0,0,1,1
perturbation,0,0,0,1,0,1,0,0,0,0,-1
perverse,1,0,1,1,0,1,0,0,0,0,-1
perversion,1,0,1,0,0,1,0,1,0,0,-1
pervert,1,0,1,0,0,1,0,0,0,0,-1
perverted,0,0,1,0,0,1,0,0,0,0,-1
pessimism,1,0,0,1,0,1,0,1,0,0,-1
pessimist,0,0,0,1,0,1,0,1,0,0,-1
pest,1,0,1,1,0,1,0,0,0,0,-1
pestilence,0,0,1,1,0,1,0,0,0,0,-1
petroleum,0,0,1,0,0,1,1,0,0,0,0
phalanx,0,0,0,1,0,0,0,0,0,1,0
phantom,0,0,0,1,0,1,0,0,0,0,-1
philanthropist,0,0,0,0,0,0,1,0,0,1,1
philosopher,0,0,0,0,0,0,1,0,0,1,1
phlegm,0,0,1,0,0,1,0,0,0,0,-1
phony,1,0,1,0,0,1,0,0,0,0,-1
physician,0,0,0,0,0,0,1,0,0,1,1
picket,1,1,0,1,0,1,0,0,0,0,-1
picketing,1,0,0,0,0,1,0,0,0,0,-1
picnic,0,1,0,0,1,0,1,0,1,1,1
picturesque,0,0,0,0,1,0,1,0,0,0,1
pig,0,0,1,0,0,1,0,0,0,0,-1
piles,0,0,1,0,0,1,0,0,0,0,-1
pill,0,0,0,0,0,0,1,0,0,1,1
pillage,1,0,1,1,0,1,0,0,0,0,-1
pilot,0,0,0,0,0,0,1,0,0,1,1
pimple,0,0,1,0,0,1,0,0,0,0,-1
pine,0,0,0,0,0,1,0,1,0,0,-1
pinion,0,0,0,1,0,1,0,0,0,0,-1
pious,0,0,1,0,0,0,1,1,0,1,1
pique,1,0,0,0,0,1,0,0,0,0,-1
pirate,1,0,0,0,0,1,0,0,0,0,-1
pitfall,1,0,1,1,0,1,0,1,1,0,-1
pith,0,0,0,0,0,0,1,0,0,1,1
pivot,0,0,0,0,0,0,1,0,0,1,1
plagiarism,0,0,1,0,0,1,0,0,0,0,-1
plague,0,0,1,1,0,1,0,1,0,0,-1
planning,0,1,0,0,0,0,1,0,0,1,1
playful,1,0,0,0,1,0,1,0,1,1,1
playground,0,1,0,0,1,0,1,0,1,1,1
playhouse,0,0,0,0,1,0,1,0,0,0,1
plea,0,1,0,1,0,1,0,1,0,0,-1
pleasant,0,1,0,0,1,0,1,0,1,1,1
pleased,0,0,0,0,1,0,1,0,0,0,1
pleasurable,0,0,0,0,1,0,1,0,0,0,1
pledge,0,0,0,0,1,0,1,0,0,1,1
plight,0,1,1,1,0,1,0,1,0,0,-1
plummet,0,0,0,1,0,1,0,0,0,0,-1
plunder,1,0,1,1,0,1,0,1,1,0,-1
plunge,0,0,0,1,0,1,0,0,0,0,-1
pneumonia,0,0,0,1,0,1,0,0,0,0,-1
poaching,1,0,1,1,0,1,0,1,0,0,-1
pointless,0,0,0,0,0,1,0,1,0,0,-1
poison,1,0,1,1,0,1,0,1,0,0,-1
poisoned,1,0,1,1,0,1,0,1,0,0,-1
poisoning,0,0,1,0,0,1,0,0,0,0,-1
poisonous,1,0,1,1,0,1,0,1,0,0,-1
poke,0,1,0,0,0,1,0,0,0,0,-1
polemic,1,0,1,0,0,1,0,0,0,0,-1
police,0,0,0,1,0,0,1,0,0,1,1
policeman,0,0,0,1,0,0,1,0,0,1,1
polio,0,0,0,1,0,1,0,1,0,0,-1
politic,0,0,1,0,0,0,1,0,0,0,1
pollute,0,0,1,0,0,1,0,0,0,0,-1
pollution,0,0,1,0,0,1,0,0,0,0,-1
polygamy,0,0,1,0,0,1,0,0,0,0,-1
pompous,0,0,1,0,0,1,0,0,0,0,-1
pop,0,0,0,0,0,1,0,0,1,0,-1
porn,0,0,1,0,0,1,0,0,0,0,-1
pornography,0,0,1,0,0,1,0,0,0,0,-1
possess,0,1,0,0,1,0,1,0,0,1,1
possessed,1,0,1,1,0,1,0,0,0,0,-1
possession,1,0,1,1,0,1,0,0,0,0,-1
posthumous,0,0,0,0,0,1,0,1,0,0,-1
postponement,0,0,0,0,0,1,0,0,1,0,-1
pound,1,0,0,0,0,1,0,0,0,0,-1
poverty,1,0,1,1,0,1,0,1,0,0,-1
powerful,1,1,1,1,1,0,1,0,0,1,1
powerfully,0,0,0,1,0,0,1,0,0,0,1
powerless,1,0,1,1,0,1,0,1,0,0,-1
practiced,0,0,0,0,1,0,1,0,1,1,1
practise,0,1,0,0,0,0,1,0,0,0,1
praise,0,0,0,0,1,0,1,0,0,1,1
praised,0,0,0,0,1,0,1,0,0,0,1
praiseworthy,0,1,0,0,1,0,1,0,1,1,1
prank,0,0,0,0,0,1,0,0,1,0,-1
pray,0,1,0,1,1,0,1,0,1,1,1
precarious,0,1,0,1,0,1,0,1,0,0,-1
precedence,0,0,0,0,0,0,1,0,0,1,1
precious,0,1,0,0,1,0,1,0,1,0,1
predicament,0,0,0,1,0,1,0,0,0,0,-1
predilection,0,1,0,0,0,0,1,0,0,0,1
predominant,0,0,0,0,0,0,1,0,0,1,1
prefer,0,0,0,0,0,0,1,0,0,1,1
pregnancy,0,0,1,0,0,1,0,0,0,0,-1
prejudice,1,0,0,0,0,1,0,0,0,0,-1
prejudiced,0,0,1,1,0,1,0,0,0,0,-1
prejudicial,1,0,0,0,0,1,0,0,0,0,-1
premeditated,0,0,0,1,0,1,0,0,0,0,-1
prepare,0,1,0,0,0,0,1,0,0,0,1
prepared,0,1,0,0,0,0,1,0,0,1,1
prescient,0,1,0,0,0,0,1,0,0,0,1
present,0,1,0,0,1,0,1,0,1,1,1
presentment,0,0,0,0,0,1,1,0,0,0,0
preservative,0,1,0,0,1,0,1,0,1,1,1
president,0,0,0,0,0,0,1,0,0,1,1
prestige,0,0,0,0,1,0,1,0,0,1,1
presto,0,0,0,0,1,0,1,0,1,0,1
presumptuous,1,0,1,0,0,1,0,0,0,0,-1
pretending,1,0,0,0,0,1,0,0,0,0,-1
pretty,0,1,0,0,1,0,1,0,0,1,1
prevail,0,1,0,0,1,0,1,0,0,0,1
prevention,0,1,0,0,0,0,1,0,0,0,1
prey,0,0,0,1,0,1,0,0,0,0,-1
prick,1,0,1,1,0,1,0,0,1,0,-1
pride,0,0,0,0,1,0,1,0,0,0,1
priest,0,0,0,0,0,0,1,0,0,1,1
priesthood,0,1,0,0,1,0,1,1,0,1,1
primer,0,0,0,0,0,0,1,0,0,1,1
princely,0,1,0,0,1,0,1,0,1,1,1
principal,0,0,0,0,0,0,1,0,0,1,1
prison,1,0,0,1,0,1,0,1,0,0,-1
prisoner,1,0,1,1,0,1,0,1,0,0,-1
privileged,0,0,0,0,1,0,1,0,0,1,1
privy,0,0,0,0,0,1,0,0,0,1,-1
probation,0,1,0,1,0,0,0,1,0,0,0
probity,0,0,0,0,0,0,1,0,0,1,1
problem,0,0,0,1,0,1,0,1,0,0,-1
procedure,0,0,0,1,0,0,1,0,0,0,1
procession,0,0,0,0,1,0,1,1,1,0,1
proctor,0,0,0,0,0,0,1,0,0,1,1
prodigal,0,0,0,0,0,1,1,0,0,0,0
production,0,1,0,0,0,0,1,0,0,0,1
profane,1,0,0,0,0,1,0,0,0,0,-1
profanity,1,0,0,0,0,1,0,0,0,0,-1
professional,0,0,0,0,0,0,1,0,0,1,1
professor,0,0,0,0,0,0,1,0,0,1,1
proficiency,0,1,0,0,1,0,1,0,1,1,1
proficient,0,0,0,0,0,0,1,0,0,1,1
